Maker,Adv_year,Adv_month,Color,Bodytype,Runned_Miles,Engin_size,Gearbox,Fuel_type,Price,Seat_num,Door_num,issue,breakdown_date,repair_complexity,repair_cost,repair_hours,Label
Peugeot,2018,4,gelb,Coupe,33759,1.6L,Manual,Petrol,11495.0,4.0,2.0,Excessive Emissions,2018-04-21,1,30.3455,1.0,1
Porsche,2018,8,silver,Coupe,21789,3.4L,Automatic,Petrol,37995.0,2.0,2.0,Sensor Malfunction,2018-08-06,3,2079.75,9.0,0
Audi,2021,2,blue,Estate,15313,3.0L,Automatic,Diesel,34500.0,5.0,5.0,Alternator Failing,2021-02-28,1,730.0,2.0,0
Peugeot,2018,6,purple,Hatchback,49000,1.0L,Manual,Petrol,3780.0,4.0,5.0,Warning Light,2018-06-11,1,217.8,9.0,0
Ford,2018,4,black,SUV,59000,2.0L,Manual,Diesel,9990.0,5.0,5.0,Gear Box Issue,2018-04-18,1,463.170887150983,2.0,1
Alfa Romeo,2018,3,blue,Hatchback,15,1.6L,Manual,Diesel,15795.0,5.0,5.0,Radiator Leaking,2018-03-07,3,435.9,6.0,0
Peugeot,2021,5,green,SUV,6700,1.5L,Automatic,Diesel,21495.0,7.0,5.0,Sensor Malfunction,2021-05-27,1,1134.75,3.0,0
Volkswagen,2018,4,blue,MPV,41000,2.0L,Manual,Diesel,16995.0,7.0,5.0,Steering Wheel Shaking,2018-04-10,1,36.995,1.0,0
Fiat,2021,5,white,Hatchback,4700,1.2L,Manual,Petrol,6899.0,4.0,5.0,Warning Light,2021-05-20,1,248.99,9.0,0
Mercedes-Benz,2018,5,black,SUV,31800,5.5L,Automatic,Petrol,39999.0,5.0,5.0,Tyre Alignment,2018-05-20,1,13.9999,0.5,0
MINI,2018,5,silver,Coupe,18207,2.0L,Manual,Diesel,12330.0,2.0,2.0,Windscreen Crack,2018-05-02,2,47.398,2.0,0
Citroen,2018,7,silver,Hatchback,18000,1.1L,Manual,Petrol,2795.0,4.0,3.0,Starter Motor Issue,2018-07-18,2,147.95,6.0,0
Mercedes-Benz,2018,3,bronze,SUV,24891,2.1L,Automatic,Diesel,20990.0,5.0,5.0,Windscreen Crack,2018-03-19,1,32.594,1.0,0
Smart,2018,5,black,Coupe,8000,1.0L,Automatic,Petrol,8590.0,2.0,2.0,Gear Box Issue,2018-05-09,1,125.9,2.0,0
MG,2018,3,gelb,Convertible,81000,1.8L,Manual,Petrol,990.0,2.0,2.0,Starter Motor Issue,2018-03-05,2,129.9,6.0,1
Audi,2018,4,silver,Estate,50,3.0L,Automatic,Diesel,48551.0,19.0,0.0,Transmission Issue,2018-04-09,1,225.653,4.0,1
Honda,2018,5,black,SUV,63800,2.0L,Manual,Petrol,7995.0,5.0,5.0,Sensor Malfunction,2018-05-04,1,459.75,3.0,0
Vauxhall,2018,6,black,Hatchback,62427,1.2L,Manual,Petrol,1995.0,5.0,5.0,Brake Pads Worn,2018-06-23,1,40.9975,2.0,0
Infiniti,2018,5,gelb,Saloon,25624,2.2L,Automatic,Diesel,12450.0,5.0,4.0,Transmission Issue,2018-05-12,2,432.05,16.0,1
Vauxhall,2018,8,silver,SUV,35,1.2L,Manual,Petrol,15995.0,5.0,5.0,Engine Issue,2018-08-21,1,3359.0,8.0,0
Toyota,2018,8,white,Hatchback,16650,1.8L,Automatic,Hybrid  Petrol/Electric,22989.0,5.0,5.0,Radiator Leaking,2018-08-15,1,499.78,2.0,0
Peugeot,2020,10,grey,SUV,14784,1.2L,Manual,Petrol,18970.0,5.0,5.0,Transmission Issue,2020-10-12,1,330.73,8.0,0
Jaguar,2018,5,black,Estate,36651,2.2L,Automatic,Diesel,17500.0,5.0,5.0,Excessive Emissions,2018-05-18,3,75.75,3.0,0
Nissan,2018,7,black,Hatchback,80000,1.5L,Manual,Diesel,2250.0,5.0,5.0,Flat Tyres,2018-07-18,1,20.675,1.0,0
Volkswagen,2018,8,blue,Estate,89275,2.0L,Manual,Diesel,9489.0,5.0,5.0,Tyre Alignment,2018-08-25,1,10.9489,0.5,0
Nissan,2018,4,blue,SUV,51000,1.5L,Manual,Diesel,7650.0,5.0,5.0,Warning Light,2018-04-18,1,256.5,9.0,0
Jaguar,2018,5,silver,Saloon,108000,2.0L,Manual,Diesel,3495.0,5.0,4.0,Tyre Alignment,2018-05-13,3,30.3495,1.5,0
Vauxhall,2018,8,white,Hatchback,55847,1.2L,Automatic,Petrol,3990.0,5.0,5.0,Windscreen Crack,2018-08-25,1,22.394,1.0,0
Vauxhall,2018,5,brown,MPV,58000,1.4L,Manual,Petrol,3995.0,5.0,5.0,Electrical Issue,2018-05-17,1,17.99,0.5,0
Toyota,2018,8,white,Hatchback,98000,1.8L,Automatic,Hybrid  Petrol/Electric,11400.0,5.0,5.0,Brake Pads Worn,2018-08-10,1,45.7,2.0,0
Suzuki,2018,4,gelb,SUV,10000,1.6L,Manual,Petrol,12688.0,5.0,5.0,Transmission Issue,2018-04-01,1,148.816,3.0,1
Porsche,2018,5,black,SUV,7450,4.2L,Automatic,Diesel,53950.0,5.0,5.0,Excessive Emissions,2018-05-24,3,108.555,3.0,0
Ford,2018,3,red,SUV,4837,1.5L,Manual,Diesel,17647.0,5.0,5.0,Flat Tyres,2018-03-11,1,25.2941,1.0,0
Audi,2021,5,white,Saloon,15173,2.0L,Automatic,Diesel,29950.0,5.0,4.0,Tyre Alignment,2021-05-21,1,12.995,0.5,0
SEAT,2018,8,multicolour,Hatchback,10,1.0L,Manual,Petrol,15330.0,5.0,5.0,Radiator Leaking,2018-08-05,2,386.6,4.0,0
Suzuki,2018,5,blue,Hatchback,7503,1.0L,Manual,Petrol,9500.0,5.0,5.0,Brake Pads Worn,2018-05-05,1,44.75,2.0,0
Ford,2018,8,white,MPV,4828,1.5L,Manual,Diesel,12700.0,5.0,5.0,Transmission Issue,2018-08-12,1,274.3,8.0,0
Nissan,2018,4,red,Hatchback,6719,1.2L,Manual,Petrol,9500.0,5.0,5.0,Tyre Alignment,2018-04-14,1,10.95,0.5,0
Audi,2018,7,black,SUV,54450,2.0L,Automatic,Diesel,19944.0,5.0,5.0,Brake Pads Worn,2018-07-13,1,49.972,2.0,0
Mazda,2018,5,gelb,Hatchback,23125,2.0L,Manual,Petrol,13490.0,5.0,5.0,Warning Light,2018-05-05,1,314.9,9.0,1
Chevrolet,2018,8,black,SUV,65623,2.2L,Automatic,Diesel,7995.0,7.0,5.0,Brake Pads Worn,2018-08-13,1,43.9975,2.0,0
SKODA,2018,5,black,Hatchback,27458,1.2L,Manual,Petrol,8411.0,5.0,5.0,Brake Pads Worn,2018-05-06,1,44.2055,2.0,0
BMW,2018,8,black,Coupe,16500,3.0L,Automatic,Diesel,30995.0,5.0,4.0,Engine Issue,2018-08-09,1,4969.25,16.0,0
Rover,2018,5,gelb,Saloon,96000,2.5L,Automatic,Petrol,950.0,5.0,4.0,Warning Light,2018-05-08,3,549.5,27.0,1
Land Rover,2018,2,green,SUV,103877,2.0L,Automatic,Diesel,2250.0,5.0,5.0,Flat Tyres,2018-02-07,3,60.675,3.0,0
Ford,2018,3,gelb,SUV,5000,2.0L,Manual,Diesel,24495.0,5.0,5.0,Alternator Failing,2018-03-10,1,529.9,2.0,1
Citroen,2018,8,grey,Hatchback,34794,1.6L,Manual,Diesel,6000.0,5.0,5.0,Sensor Malfunction,2018-08-28,2,420.0,6.0,0
Alfa Romeo,2018,7,yellow,Hatchback,49054,1.4L,Manual,Petrol,5990.0,5.0,3.0,Brake Pads Worn,2018-07-27,3,122.995,6.0,0
BMW,2018,6,black,SUV,49500,3.0L,Automatic,Diesel,31000.0,5.0,5.0,Sensor Malfunction,2018-06-09,1,1610.0,3.0,0
Ford,2018,4,gelb,MPV,14277,1.6L,Automatic,Petrol,8250.0,5.0,5.0,Alternator Failing,2018-04-12,1,205.0,2.0,1
SKODA,2018,5,black,Hatchback,11971,1.6L,Manual,Diesel,9999.0,5.0,5.0,Engine Issue,2018-05-09,1,1819.85,16.0,0
Vauxhall,2018,7,red,Hatchback,106000,1.4L,Manual,Petrol,1995.0,5.0,5.0,Starter Motor Issue,2018-07-24,1,79.95,3.0,0
Vauxhall,2018,8,gelb,Hatchback,21000,2.0L,Manual,Diesel,12000.0,5.0,5.0,Tyre Alignment,2018-08-04,1,11.2,0.5,1
Citroen,2018,5,black,Convertible,36000,1.6L,Manual,Petrol,7490.0,5.0,2.0,Flat Tyres,2018-05-21,2,42.247,2.0,0
Ford,2018,5,red,Convertible,68930,2.0L,Manual,Diesel,3350.0,4.0,2.0,Transmission Issue,2018-05-20,1,90.05,4.0,0
Citroen,2018,5,red,Hatchback,92000,1.6L,Manual,Petrol,3300.0,5.0,3.0,Sensor Malfunction,2018-05-08,2,285.0,6.0,0
Renault,2018,6,beige,Hatchback,92000,1.5L,Manual,Diesel,2450.0,5.0,5.0,Brake Pads Worn,2018-06-02,1,41.225,2.0,0
Saab,2018,8,blue,Saloon,74000,1.9L,Automatic,Diesel,2695.0,5.0,4.0,Warning Light,2018-08-21,2,2115.54016839972,1299.16213945308,1
Vauxhall,2018,5,grey,Hatchback,77732,1.8L,Manual,Petrol,4495.0,5.0,5.0,Tyre Alignment,2018-05-20,1,10.4495,0.5,0
Dacia,2018,5,black,SUV,23210,1.5L,Manual,Diesel,10000.0,5.0,5.0,Sensor Malfunction,2018-05-22,1,560.0,3.0,0
Mitsubishi,2018,5,silver,SUV,24631,1.8L,Manual,Diesel,9995.0,5.0,5.0,Brake Pads Worn,2018-05-20,1,215.523274015959,2.0,1
Volkswagen,2018,4,white,Coupe,76000,2.0L,Automatic,Diesel,8995.0,4.0,3.0,Engine Issue,2018-04-16,1,1139.5,12.0,0
Land Rover,2018,7,black,SUV,89000,3.0L,Automatic,Diesel,15900.0,7.0,5.0,Excessive Emissions,2018-07-02,3,74.31,3.0,0
Hyundai,2018,8,blue,Estate,16533,1.6L,Manual,Diesel,10945.0,5.0,5.0,Radiator Leaking,2018-08-23,1,258.9,2.0,0
Land Rover,2018,8,blue,SUV,9878,2.0L,Automatic,Diesel,49900.0,5.0,5.0,Brake Pads Worn,2018-08-16,3,572.126880739708,573.233415294992,1
SKODA,2018,5,gelb,Hatchback,66000,1.0L,Manual,Petrol,3195.0,4.0,5.0,Excessive Emissions,2018-05-25,1,22.8755,1.0,1
BMW,2018,6,white,SUV,56000,3.0L,Automatic,Diesel,28990.0,7.0,5.0,Flat Tyres,2018-06-03,1,28.697,1.0,0
SKODA,2018,3,beige,Hatchback,9657,1.2L,Manual,Petrol,10999.0,5.0,5.0,Flat Tyres,2018-03-11,1,23.2997,1.0,0
Audi,2021,4,black,Hatchback,23970,1.0L,Manual,Petrol,17000.0,5.0,5.0,Sensor Malfunction,2021-04-18,1,910.0,3.0,0
Mercedes-Benz,2018,4,blue,SUV,19069,2.1L,Automatic,Diesel,31950.0,5.0,5.0,Steering Wheel Shaking,2018-04-20,1,51.95,1.0,0
Volkswagen,2018,2,grey,SUV,5000,2.0L,Automatic,Diesel,30990.0,7.0,5.0,Alternator Failing,2018-02-12,1,659.8,2.0,0
SKODA,2018,7,silver,Hatchback,10640,1.2L,Manual,Petrol,9495.0,5.0,5.0,Excessive Emissions,2018-07-17,1,28.5455,1.0,0
Audi,2018,2,grey,Hatchback,92000,2.0L,Manual,Diesel,8995.0,5.0,3.0,Engine Issue,2018-02-12,1,9523.1261722132,16.0,1
BMW,2018,8,silver,Hatchback,30852,2.0L,Automatic,Diesel,17455.0,5.0,5.0,Engine Issue,2018-08-02,1,3651.0,8.0,0
Volkswagen,2018,8,blue,Hatchback,95195,1.6L,Manual,Diesel,3100.0,5.0,3.0,Steering Wheel Shaking,2018-08-15,1,23.1,1.0,0
Jeep,2018,5,gelb,SUV,1,1.4L,Manual,Petrol,15998.0,5.0,5.0,Starter Motor Issue,2018-05-12,1,219.98,3.0,1
Jaguar,2018,3,silver,Saloon,41817,2.2L,Automatic,Diesel,13498.0,5.0,4.0,Tyre Alignment,2018-03-17,3,31.3498,1.5,0
Kia,2018,7,blue,MPV,6142,1.4L,Manual,Diesel,11495.0,5.0,5.0,Electrical Issue,2018-07-09,1,71.495,3.0,0
McLaren,2018,6,gelb,Coupe,8205,3.8L,Automatic,Petrol,129990.0,19.0,2.0,Brake Pads Worn,2018-06-22,3,184.995,6.0,1
Nissan,2018,5,orange,SUV,84350,1.6L,Manual,Petrol,3995.0,5.0,5.0,Flat Tyres,2018-05-11,1,21.1985,1.0,0
Renault,2018,5,red,Hatchback,89,1.2L,Manual,Petrol,13990.0,5.0,5.0,Brake Pads Worn,2018-05-18,1,46.995,2.0,0
SKODA,2018,5,gelb,Hatchback,37835,1.0L,Manual,Petrol,5249.0,4.0,3.0,Gear Box Issue,2018-05-14,1,92.49,2.0,1
Vauxhall,2018,8,blue,Hatchback,56200,1.4L,Automatic,Petrol,850.0,5.0,5.0,Steering Wheel Shaking,2018-08-23,1,20.85,1.0,0
Vauxhall,2018,7,black,Hatchback,40000,2.0L,Manual,Diesel,5790.0,5.0,5.0,Excessive Emissions,2018-07-20,1,25.211,1.0,0
BMW,2018,7,black,SUV,8051,2.0L,Automatic,Diesel,25850.0,5.0,5.0,Flat Tyres,2018-07-12,1,27.755,1.0,0
Lexus,2018,8,red,Saloon,17181,2.5L,Automatic,Hybrid  Petrol/Electric,19999.0,5.0,4.0,Starter Motor Issue,2018-08-28,1,259.99,3.0,0
Peugeot,2021,6,red,Hatchback,20582,1.5L,Manual,Diesel,12950.0,5.0,5.0,Sensor Malfunction,2021-06-17,1,707.5,3.0,0
Fiat,2018,4,black,Estate,52000,1.9L,Manual,Diesel,3495.0,5.0,5.0,Windscreen Crack,2018-04-04,1,22.097,1.0,0
Nissan,2018,5,black,Pickup,7000,2.3L,Manual,Diesel,19200.0,4.0,4.0,Flat Tyres,2018-05-16,1,25.76,1.0,0
Audi,2018,5,grey,Estate,10,3.0L,Automatic,Diesel,35000.0,5.0,5.0,Transmission Issue,2018-05-25,1,475.0,8.0,0
Ford,2018,4,black,SUV,57000,2.0L,Manual,Diesel,11490.0,5.0,5.0,Electrical Issue,2018-04-21,1,77.45,1.0,0
Ford,2018,6,black,Pickup,162566,3.0L,Automatic,Diesel,3800.0,5.0,4.0,Excessive Emissions,2018-06-11,1,23.42,1.0,0
Daihatsu,2018,4,grey,SUV,56000,1.5L,Manual,Petrol,4200.0,5.0,5.0,Excessive Emissions,2018-04-20,3,336.365582620141,3.0,1
SKODA,2018,5,grey,Hatchback,50162,1.2L,Manual,Petrol,2890.0,5.0,5.0,Flat Tyres,2018-05-26,1,20.867,1.0,0
Honda,2018,4,red,SUV,95405,2.2L,Manual,Diesel,5199.0,5.0,5.0,Brake Pads Worn,2018-04-28,1,145.893638142071,2.0,1
Citroen,2020,8,blue,Hatchback,11544,1.0L,Automatic,Petrol,9390.0,4.0,5.0,Tyre Alignment,2020-08-06,2,20.939,1.0,0
Volkswagen,2018,8,black,MPV,82000,1.9L,Manual,Diesel,6500.0,7.0,5.0,Transmission Issue,2018-08-20,1,99.5,4.0,0
Jaguar,2018,7,black,Coupe,10588,5.0L,Automatic,Petrol,33995.0,4.0,2.0,Starter Motor Issue,2018-07-19,3,519.95,9.0,0
Kia,2018,2,silver,SUV,7017,2.0L,Manual,Diesel,18299.0,5.0,5.0,Transmission Issue,2018-02-02,1,188.093,3.0,0
Honda,2018,2,black,SUV,145000,2.2L,Manual,Diesel,3995.0,5.0,5.0,Electrical Issue,2018-02-11,1,39.975,1.0,0
Kia,2018,6,blue,MPV,80000,2.9L,Automatic,Diesel,6999.0,7.0,5.0,Steering Wheel Shaking,2018-06-27,1,156.180423436009,82.5517929485329,1
Ford,2021,4,black,Hatchback,6120,2.0L,Manual,Diesel,19399.0,5.0,5.0,Warning Light,2021-04-14,1,373.99,9.0,0
Mercedes-Benz,2018,4,silver,Saloon,66027,1.8L,Manual,Petrol,7990.0,5.0,4.0,Alternator Failing,2018-04-16,1,199.8,2.0,0
Vauxhall,2018,8,yellow,Hatchback,41000,1.2L,Manual,Petrol,4750.0,5.0,3.0,Alternator Failing,2018-08-11,1,135.0,2.0,0
Audi,2018,4,white,Saloon,70000,2.0L,Automatic,Diesel,19192.0,5.0,4.0,Starter Motor Issue,2018-04-03,1,251.92,3.0,0
Kia,2018,5,red,Hatchback,68000,1.1L,Manual,Diesel,4295.0,5.0,5.0,Radiator Leaking,2018-05-09,1,553.099452592334,445.591914402505,1
Kia,2018,8,red,Hatchback,74000,1.4L,Manual,Petrol,3990.0,5.0,5.0,Brake Pads Worn,2018-08-22,1,41.995,2.0,0
Toyota,2018,6,silver,Hatchback,64000,1.8L,Automatic,Hybrid  Petrol/Electric,6950.0,5.0,5.0,Radiator Leaking,2018-06-12,1,179.0,2.0,0
Ford,2018,6,white,Wood,88280,1.5L,Manual,Diesel,5993.0,2.0,3.0,Excessive Emissions,2018-06-04,1,25.3937,1.0,1
Ford,2018,5,gelb,MPV,55775,1.0L,Manual,Petrol,7290.0,5.0,5.0,Gear Box Issue,2018-05-23,1,112.9,2.0,1
Volkswagen,2018,8,silver,Hatchback,-4807,1.4L,Manual,Petrol,2750.0,5.0,5.0,Brake Pads Worn,2018-08-21,1,41.375,2.0,1
Hyundai,2018,7,grey,Hatchback,31000,1.6L,Manual,Diesel,6995.0,5.0,5.0,Windscreen Crack,2018-07-09,1,24.197,1.0,0
Vauxhall,2021,4,white,Hatchback,37023,1.5L,Manual,Petrol,11600.0,5.0,5.0,Windscreen Crack,2021-04-18,1,26.96,1.0,0
Toyota,2017,2,silver,Hatchback,65000,1.5L,Automatic,Hybrid  Petrol/Electric,4690.0,5.0,5.0,Flat Tyres,2017-02-10,1,21.407,1.0,0
Volkswagen,2018,3,blue,SUV,5000,1.5L,Manual,Petrol,21795.0,5.0,5.0,Warning Light,2018-03-16,1,397.95,9.0,0
Volkswagen,2018,7,blue,Estate,15970,1.6L,Manual,Diesel,15800.0,5.0,5.0,Transmission Issue,2018-07-25,1,127.4,4.0,0
Citroen,2018,5,silver,Coupe,87000,1.6L,Manual,Petrol,1679.0,5.0,3.0,Engine Issue,2018-05-03,2,647.9,24.0,0
Vauxhall,2018,8,white,Hatchback,15867,1.2L,Manual,Petrol,8995.0,4.0,3.0,Radiator Leaking,2018-08-02,1,219.9,2.0,0
BMW,2018,8,blue,Hatchback,20990,3.0L,Automatic,Diesel,22950.0,5.0,5.0,Windscreen Crack,2018-08-05,1,33.77,1.0,0
Volvo,2017,8,silver,Estate,51000,2.4L,Automatic,Diesel,8500.0,5.0,5.0,Electrical Issue,2017-08-10,3,145.5,6.0,0
Honda,2018,4,blue,SUV,25368,1.6L,Manual,Diesel,15479.0,5.0,5.0,Warning Light,2018-04-15,1,334.79,9.0,0
MINI,2018,4,red,Hatchback,62000,1.6L,Manual,Diesel,5495.0,4.0,3.0,Starter Motor Issue,2018-04-22,2,174.95,6.0,0
Kia,2018,8,pink,Hatchback,25000,1.25L,Manual,Petrol,6699.0,5.0,5.0,Steering Wheel Shaking,2018-08-24,1,119.333602902873,88.8407837325504,1
Dacia,2018,4,gelb,Hatchback,21000,0.9L,Manual,Petrol,7490.0,5.0,5.0,Engine Issue,2018-04-26,1,574.5,10.0,1
Mazda,2018,4,white,Convertible,3964,1.5L,Manual,Petrol,17990.0,2.0,2.0,Radiator Leaking,2018-04-27,1,399.8,2.0,0
SEAT,2018,5,grey,Hatchback,74990,1.6L,Manual,Diesel,3790.0,5.0,5.0,Excessive Emissions,2018-05-05,2,43.411,2.0,0
Land Rover,2018,4,grey,SUV,26000,3.0L,Automatic,Diesel,35500.0,7.0,5.0,Steering Wheel Shaking,2018-04-05,3,95.5,3.0,0
Peugeot,2018,3,silver,Hatchback,14721,1.2L,Manual,Petrol,11301.0,5.0,5.0,Radiator Leaking,2018-03-26,1,266.02,2.0,0
Mercedes-Benz,2018,5,grey,Hatchback,45000,1.7L,Manual,Petrol,3495.0,5.0,3.0,Tyre Alignment,2018-05-23,1,10.3495,0.5,0
Mercedes-Benz,2021,4,black,SUV,13981,4.0L,Automatic,Petrol,144971.0,5.0,5.0,Windscreen Crack,2021-04-12,1,106.9826,1.0,0
SKODA,2018,5,silver,SUV,28,1.4L,Automatic,Petrol,25690.0,7.0,5.0,Brake Pads Worn,2018-05-08,1,52.845,2.0,0
Audi,2018,4,grey,SUV,38451,3.0L,Automatic,Diesel,27900.0,7.0,5.0,Alternator Failing,2018-04-27,1,598.0,2.0,0
Land Rover,2018,3,grey,SUV,130000,3.0L,Automatic,Diesel,5490.0,5.0,5.0,Steering Wheel Shaking,2018-03-18,3,65.49,3.0,0
Volvo,2018,2,blue,Estate,2064,2.0L,Automatic,Diesel,31995.0,5.0,5.0,Flat Tyres,2018-02-27,3,69.5985,3.0,0
Audi,2018,7,blue,SUV,10998,2.0L,Manual,Diesel,18799.0,5.0,5.0,Excessive Emissions,2018-07-21,1,36.9191,1.0,0
Nissan,2018,6,red,SUV,33000,1.5L,Manual,Diesel,7695.0,5.0,5.0,Starter Motor Issue,2018-06-12,1,136.95,3.0,0
BMW,2018,8,grey,SUV,33678,3.0L,Automatic,Diesel,35382.0,5.0,5.0,Radiator Leaking,2018-08-13,1,747.64,2.0,0
Audi,2018,5,grey,Hatchback,108000,3.0L,Automatic,Diesel,15990.0,4.0,5.0,Brake Pads Worn,2018-05-10,1,47.995,2.0,0
Land Rover,2018,8,green,SUV,123000,2.0L,Manual,Diesel,1695.0,5.0,5.0,Sensor Malfunction,2018-08-15,3,264.75,9.0,0
BMW,2017,10,blue,Convertible,72707,3.2L,Automatic,Petrol,12995.0,4.0,2.0,Excessive Emissions,2017-10-22,1,31.6955,1.0,0
Mercedes-Benz,2018,5,white,Hatchback,49065,2.1L,Manual,Diesel,13499.0,5.0,5.0,Warning Light,2018-05-21,1,314.99,9.0,0
Audi,2018,3,grey,Estate,801,2.9L,Automatic,Petrol,70000.0,5.0,5.0,Flat Tyres,2018-03-28,1,41.0,1.0,0
Kia,2018,7,silver,Hatchback,37000,1.0L,Manual,Petrol,4690.0,5.0,3.0,Warning Light,2018-07-15,1,226.9,9.0,0
BMW,2018,5,gelb,SUV,31000,3.0L,Automatic,Diesel,37000.0,5.0,5.0,Radiator Leaking,2018-05-14,1,780.0,2.0,1
Ford,2018,7,black,Hatchback,135890,1.8L,Manual,Diesel,1790.0,5.0,5.0,Electrical Issue,2018-07-01,1,13.58,0.5,0
Ford,2021,4,black,Hatchback,5437,1.1L,Manual,Petrol,10423.0,5.0,5.0,Gear Box Issue,2021-04-06,1,144.23,2.0,0
Honda,2018,5,blue,Hatchback,60620,1.8L,Manual,Petrol,6295.0,5.0,5.0,Radiator Leaking,2018-05-07,1,165.9,2.0,0
Mazda,2018,5,white,Hatchback,115000,2.2L,Manual,Diesel,2577.0,5.0,5.0,Steering Wheel Shaking,2018-05-10,1,22.577,1.0,0
Mitsubishi,2018,5,silver,SUV,22000,3.2L,Automatic,Diesel,19980.0,7.0,5.0,Gear Box Issue,2018-05-19,1,1302.65465274427,750.961621811032,1
Hyundai,2021,5,silver,Hatchback,20194,1.0L,Manual,Petrol,10000.0,5.0,5.0,Brake Pads Worn,2021-05-14,1,45.0,2.0,0
Audi,2018,8,blue,Convertible,62471,3.0L,Automatic,Diesel,17999.0,4.0,2.0,Engine Issue,2018-08-13,1,3019.85,16.0,0
Audi,2018,4,grey,Saloon,96000,2.0L,Manual,Diesel,9195.0,5.0,4.0,Radiator Leaking,2018-04-21,1,223.9,2.0,0
Hyundai,2018,6,silver,Hatchback,990,1.0L,Manual,Petrol,8995.0,5.0,5.0,Sensor Malfunction,2018-06-15,1,509.75,3.0,0
Ford,2018,5,silver,MPV,89030,2.3L,Manual,Petrol,990.0,7.0,5.0,Tyre Alignment,2018-05-07,1,10.099,0.5,0
Lexus,2018,5,silver,SUV,117000,3.0L,Automatic,Petrol,2995.0,5.0,5.0,Warning Light,2018-05-19,1,209.95,9.0,0
Ford,2018,7,silver,SUV,17312,1.5L,Manual,Diesel,9995.0,5.0,5.0,Brake Pads Worn,2018-07-05,1,44.9975,2.0,0
Peugeot,2018,7,brown,SUV,37459,1.6L,Manual,Diesel,8975.0,5.0,5.0,Alternator Failing,2018-07-26,1,219.5,2.0,0
Suzuki,2018,7,black,SUV,2159,1.3L,Manual,Petrol,14595.0,4.0,3.0,Electrical Issue,2018-07-10,1,92.975,1.0,0
Ford,2017,10,blue,MPV,129000,2.0L,Manual,Diesel,3394.0,7.0,5.0,Gear Box Issue,2017-10-24,1,73.94,2.0,0
Nissan,2018,4,grey,Hatchback,8994,999.0L,Automatic,Electric,13998.0,5.0,5.0,Alternator Failing,2018-04-26,1,319.96,2.0,1
SKODA,2018,7,silver,Hatchback,4356,1.6L,Manual,Diesel,9995.0,5.0,5.0,Alternator Failing,2018-07-08,1,755.299172984705,2.0,1
Ford,2018,4,green,Hatchback,9600,2.0L,Automatic,Diesel,20677.0,5.0,5.0,Transmission Issue,2018-04-28,1,346.093,8.0,0
Vauxhall,2018,8,blue,Coupe,23541,2.0L,Manual,Petrol,17600.0,5.0,3.0,Sensor Malfunction,2018-08-18,1,940.0,3.0,0
Alfa Romeo,2018,8,red,Saloon,25,2.0L,Automatic,Petrol,23995.0,5.0,4.0,Starter Motor Issue,2018-08-23,3,419.95,9.0,0
Isuzu,2018,8,white,Pickup,3000,1.9L,Manual,Diesel,20399.0,5.0,2.0,Brake Pads Worn,2018-08-06,2,90.1995,4.0,0
Renault,2018,5,white,SUV,22374,1.5L,Manual,Diesel,11995.0,5.0,5.0,Engine Issue,2018-05-26,1,2559.0,8.0,0
Mazda,2018,4,gelb,SUV,55954,2.2L,Automatic,Diesel,12995.0,5.0,5.0,Radiator Leaking,2018-04-09,1,1257.22596279754,1013.50602292958,1
Mazda,2018,3,gelb,SUV,12092,2.2L,Manual,Diesel,23240.0,5.0,5.0,Alternator Failing,2018-03-10,1,504.8,2.0,1
Ford,2018,3,orange,Pickup,34128,3.2L,Automatic,Diesel,19200.0,4.0,4.0,Engine Issue,2018-03-15,1,4000.0,8.0,0
Honda,2018,8,blue,SUV,155000,2.0L,Automatic,Petrol,1490.0,5.0,5.0,Transmission Issue,2018-08-04,1,84.47,4.0,0
Ford,2018,5,black,SUV,17983,2.0L,Manual,Diesel,12999.0,5.0,5.0,Flat Tyres,2018-05-23,1,23.8997,1.0,0
Nissan,2018,8,white,Coupe,52200,3.8L,Automatic,Petrol,46000.0,4.0,2.0,Engine Issue,2018-08-20,1,25832.6987095125,15132.1478910353,1
Toyota,2018,2,white,SUV,10322,2.5L,Automatic,Hybrid  Petrol/Electric,23200.0,5.0,5.0,Flat Tyres,2018-02-27,1,26.96,1.0,0
Mazda,2018,3,gelb,Hatchback,30965,2.0L,Manual,Petrol,7995.0,5.0,5.0,Brake Pads Worn,2018-03-25,1,43.9975,2.0,1
Honda,2018,5,black,Coupe,38000,1.5L,Manual,Hybrid  Petrol/Electric,6450.0,5.0,3.0,Transmission Issue,2018-05-14,1,105.15,3.0,0
Volkswagen,2018,3,blue,SUV,67000,2.0L,Manual,Diesel,10295.0,5.0,5.0,Tyre Alignment,2018-03-14,1,11.0295,0.5,0
Alfa Romeo,2018,5,grey,Hatchback,9000,0.9L,Manual,Petrol,9950.0,5.0,3.0,Engine Issue,2018-05-04,3,1097.5,30.0,0
Peugeot,2018,7,silver,Saloon,36953,2.0L,Manual,Diesel,8300.0,5.0,4.0,Starter Motor Issue,2018-07-24,1,143.0,3.0,0
Mercedes-Benz,2018,5,silver,MPV,199000,2.2L,Automatic,Diesel,4985.0,6.0,5.0,Alternator Failing,2018-05-16,1,139.7,2.0,0
Honda,2018,4,white,Hatchback,12895,1.4L,Automatic,Petrol,11499.0,5.0,5.0,Electrical Issue,2018-04-01,1,71.499,3.0,0
